,Order Number,Order Date,Item Name,Quantity,Product Price,Total products
1847,12244,30/11/2018 18:25,Mint Sauce,1,0.5,13
1848,12244,30/11/2018 18:25,Onion Chutney,2,0.5,13
1849,12244,30/11/2018 18:25,Red Sauce,1,0.5,13
1850,12240,30/11/2018 18:03,Mango Chutney,4,0.5,15
1851,12237,30/11/2018 17:16,Mint Sauce,1,0.5,7
1852,12236,30/11/2018 17:10,Mango Chutney,1,0.5,6
1853,12223,28/11/2018 19:36,Onion Chutney,1,0.5,6
1854,12197,25/11/2018 18:47,Onion Chutney,1,0.5,10
1855,12196,25/11/2018 18:37,Onion Chutney,1,0.5,8
1856,12192,25/11/2018 17:33,Mango Chutney,1,0.5,8
1857,12180,24/11/2018 19:16,Mango Chutney,2,0.5,8
1858,12171,24/11/2018 18:00,Mint Sauce,2,0.5,5
1859,12152,23/11/2018 17:46,Mango Chutney,1,0.5,7
1860,12134,21/11/2018 18:22,Mango Chutney,2,0.5,7
1861,12117,19/11/2018 18:04,Mango Chutney,2,0.5,8
1862,12113,18/11/2018 21:50,Onion Chutney,2,0.5,4
1863,12108,18/11/2018 18:05,Mango Chutney,1,0.5,9
1864,12107,18/11/2018 18:01,Mango Chutney,1,0.5,7
1865,12105,18/11/2018 17:32,Mint Sauce,1,0.5,6
1866,12095,17/11/2018 19:39,Mango Chutney,1,0.5,12
1867,12089,17/11/2018 18:46,Mango Chutney,1,0.5,9
1868,12089,17/11/2018 18:46,Red Sauce,1,0.5,9
1869,12088,17/11/2018 18:40,Onion Chutney,1,0.5,8
1870,12085,17/11/2018 18:27,Mango Chutney,3,0.5,9
1871,12069,16/11/2018 20:10,Mango Chutney,2,0.5,13
1872,12069,16/11/2018 20:10,Onion Chutney,2,0.5,13
1873,12068,16/11/2018 19:56,Red Sauce,1,0.5,7
1874,12067,16/11/2018 19:46,Red Sauce,1,0.5,14
1875,12062,16/11/2018 18:52,Mango Chutney,1,0.5,5
1876,12060,16/11/2018 18:41,Mango Chutney,1,0.5,6
1877,12057,16/11/2018 18:23,Mango Chutney,2,0.5,9
1878,12053,16/11/2018 17:50,Mint Sauce,1,0.5,8
1879,12052,16/11/2018 17:48,Mango Chutney,1,0.5,6
1880,12038,15/11/2018 18:31,Mango Chutney,2,0.5,10
1881,12038,15/11/2018 18:31,Mint Sauce,2,0.5,10
1882,12038,15/11/2018 18:31,Onion Chutney,1,0.5,10
1883,12024,13/11/2018 20:19,Onion Chutney,1,0.5,6
1884,12022,13/11/2018 20:05,Mint Sauce,1,0.5,6
1885,12022,13/11/2018 20:05,Mango Chutney,1,0.5,6
1886,12006,12/11/2018 17:37,Onion Chutney,1,0.5,5
1887,11996,11/11/2018 18:30,Red Sauce,1,0.5,9
1888,11994,11/11/2018 17:30,Mango Chutney,1,0.5,5
1889,11988,10/11/2018 21:15,Red Sauce,1,0.5,7
1890,11988,10/11/2018 21:15,Mango Chutney,1,0.5,7
1891,11978,10/11/2018 18:54,Mango Chutney,1,0.5,14
1892,11978,10/11/2018 18:54,Mint Sauce,1,0.5,14
1893,11978,10/11/2018 18:54,Lime Pickle,1,0.5,14
1894,11977,10/11/2018 18:54,Mango Chutney,1,0.5,8
1895,11977,10/11/2018 18:54,Red Sauce,1,0.5,8
1896,11976,10/11/2018 18:51,Onion Chutney,1,0.5,6
1897,11976,10/11/2018 18:51,Mint Sauce,1,0.5,6
1898,11971,10/11/2018 18:37,Onion Chutney,1,0.5,14
1899,11964,10/11/2018 17:38,Mango Chutney,2,0.5,12
1900,11963,10/11/2018 17:37,Mango Chutney,1,0.5,9
1901,11949,09/11/2018 18:56,Mint Sauce,1,0.5,10
1902,11949,09/11/2018 18:56,Onion Chutney,1,0.5,10
1903,11944,09/11/2018 18:17,Mint Sauce,1,0.5,9
1904,11941,09/11/2018 12:18,Mint Sauce,1,0.5,4
1905,11936,08/11/2018 18:02,Mango Chutney,1,0.5,10
1906,11936,08/11/2018 18:02,Red Sauce,1,0.5,10
1907,11917,07/11/2018 17:36,Mint Sauce,1,0.5,7
1908,11914,07/11/2018 16:35,Mint Sauce,1,0.5,19
1909,11914,07/11/2018 16:35,Onion Chutney,1,0.5,19
1910,11914,07/11/2018 16:35,Red Sauce,1,0.5,19
1911,11914,07/11/2018 16:35,Lime Pickle,1,0.5,19
1912,11906,06/11/2018 18:37,Mint Sauce,1,0.5,8
1913,11906,06/11/2018 18:37,Onion Chutney,1,0.5,8
1914,11890,04/11/2018 19:25,Mango Chutney,1,0.5,9
1915,11869,03/11/2018 18:44,Onion Chutney,1,0.5,7
1916,11864,03/11/2018 18:09,Red Sauce,2,0.5,11
1917,11856,03/11/2018 15:59,Onion Chutney,1,0.5,7
1918,11856,03/11/2018 15:59,Mango Chutney,1,0.5,7
1919,11851,02/11/2018 21:06,Mango Chutney,1,0.5,6
1920,11848,02/11/2018 19:53,Onion Chutney,2,0.5,7
1921,11846,02/11/2018 19:39,Mango Chutney,1,0.5,8
1922,11830,02/11/2018 17:53,Mint Sauce,1,0.5,7
1923,11811,31/10/2018 19:24,Mint Sauce,2,0.5,16
1924,11810,31/10/2018 18:11,Mango Chutney,1,0.5,10
1925,11810,31/10/2018 18:11,Red Sauce,1,0.5,10
1926,12611,22/12/2018 19:34,Mint Sauce,1,0.5,6
1927,12610,22/12/2018 19:25,Mango Chutney,1,0.5,8
1928,12599,22/12/2018 18:22,Red Sauce,1,0.5,12
1929,12593,22/12/2018 17:32,Mango Chutney,1,0.5,7
1930,12592,22/12/2018 17:27,Mint Sauce,1,0.5,8
1931,12590,21/12/2018 21:39,Onion Chutney,1,0.5,5
1932,12588,21/12/2018 21:14,Mango Chutney,2,0.5,5
1933,12579,21/12/2018 19:05,Onion Chutney,1,0.5,7
1934,12571,21/12/2018 16:49,Onion Chutney,1,0.5,12
1935,12556,20/12/2018 16:26,Mint Sauce,1,0.5,5
1936,12546,19/12/2018 14:42,Mint Sauce,1,0.5,4
1937,12537,18/12/2018 13:04,Mango Chutney,1,0.5,5
1938,12536,17/12/2018 21:41,Onion Chutney,1,0.5,4
1939,12534,17/12/2018 20:11,Onion Chutney,1,0.5,6
1940,12532,17/12/2018 19:01,Mint Sauce,1,0.5,6
1941,12518,16/12/2018 17:36,Mango Chutney,1,0.5,8
1942,12506,15/12/2018 19:26,Mango Chutney,1,0.5,6
1943,12483,15/12/2018 16:22,Mango Chutney,2,0.5,8
1944,12482,15/12/2018 14:15,Lime Pickle,1,0.5,10
1945,12473,14/12/2018 19:29,Red Sauce,1,0.5,5
1946,12466,14/12/2018 18:47,Onion Chutney,1,0.5,7
1947,12466,14/12/2018 18:47,Mint Sauce,1,0.5,7
1948,12465,14/12/2018 18:42,Mango Chutney,2,0.5,7
1949,12460,14/12/2018 17:52,Mango Chutney,2,0.5,8
1950,12458,14/12/2018 17:42,Mango Chutney,1,0.5,8
1951,12437,12/12/2018 21:13,Red Sauce,1,0.5,7
1952,12437,12/12/2018 21:13,Mango Chutney,2,0.5,7
1953,12411,10/12/2018 15:50,Mint Sauce,1,0.5,6
1954,12395,08/12/2018 20:42,Lime Pickle,1,0.5,11
1955,12393,08/12/2018 19:59,Onion Chutney,1,0.5,5
1956,12382,08/12/2018 18:52,Mango Chutney,1,0.5,10
1957,12380,08/12/2018 18:43,Mango Chutney,1,0.5,9
1958,12365,07/12/2018 19:38,Lime Pickle,1,0.5,18
1959,12365,07/12/2018 19:38,Onion Chutney,2,0.5,18
1960,12362,07/12/2018 19:23,Mango Chutney,1,0.5,7
1961,12324,04/12/2018 19:28,Mango Chutney,2,0.5,8
1962,12317,03/12/2018 18:15,Mango Chutney,1,0.5,8
1963,12315,03/12/2018 17:41,Onion Chutney,2,0.5,10
1964,12315,03/12/2018 17:41,Red Sauce,1,0.5,10
1965,12309,02/12/2018 18:52,Onion Chutney,1,0.5,4
1966,12301,02/12/2018 18:03,Onion Chutney,1,0.5,9
1967,12288,01/12/2018 18:59,Mint Sauce,1,0.5,10
1968,12285,01/12/2018 18:36,Mint Sauce,2,0.5,10
1969,12278,01/12/2018 17:58,Lime Pickle,1,0.5,12
1970,12277,01/12/2018 17:50,Mango Chutney,1,0.5,7
1971,12277,01/12/2018 17:50,Mint Sauce,1,0.5,7
1972,12268,30/11/2018 21:41,Mango Chutney,1,0.5,7
1973,12265,30/11/2018 20:47,Lime Pickle,1,0.5,4
1974,12256,30/11/2018 19:12,Mango Chutney,1,0.5,9
1975,12256,30/11/2018 19:12,Red Sauce,1,0.5,9
1976,12254,30/11/2018 19:10,Mango Chutney,1,0.5,8
1977,12254,30/11/2018 19:10,Mint Sauce,1,0.5,8
1978,12253,30/11/2018 19:10,Mango Chutney,1,0.5,11
1979,12238,30/11/2018 17:19,Mint Sauce,1,0.5,10
1980,12223,28/11/2018 19:36,Red Sauce,1,0.5,6
1981,12211,27/11/2018 11:48,Mango Chutney,1,0.5,3
1982,12197,25/11/2018 18:47,Mango Chutney,1,0.5,10
1983,12194,25/11/2018 18:12,Mint Sauce,1,0.5,11
1984,12193,25/11/2018 17:40,Mango Chutney,1,0.5,7
1985,12180,24/11/2018 19:16,Mint Sauce,2,0.5,8
1986,12178,24/11/2018 18:29,Mango Chutney,1,0.5,9
1987,12176,24/11/2018 18:25,Mango Chutney,2,0.5,5
1988,12176,24/11/2018 18:25,Mint Sauce,1,0.5,5
1989,12169,24/11/2018 17:13,Mint Sauce,1,0.5,8
1990,12160,23/11/2018 19:20,Mango Chutney,1,0.5,9
1991,12160,23/11/2018 19:20,Onion Chutney,1,0.5,9
1992,12140,21/11/2018 21:22,Mango Chutney,2,0.5,6
1993,12137,21/11/2018 19:58,Mango Chutney,1,0.5,7
1994,12117,19/11/2018 18:04,Onion Chutney,1,0.5,8
1995,12116,19/11/2018 17:27,Mint Sauce,1,0.5,7
1996,12108,18/11/2018 18:05,Onion Chutney,1,0.5,9
1997,12099,17/11/2018 21:41,Onion Chutney,1,0.5,7
1998,12098,17/11/2018 20:32,Mint Sauce,1,0.5,3
1999,12092,17/11/2018 19:28,Lime Pickle,1,0.5,8
2000,12089,17/11/2018 18:46,Onion Chutney,1,0.5,9
2001,12089,17/11/2018 18:46,Lime Pickle,1,0.5,9
2002,12088,17/11/2018 18:40,Mint Sauce,1,0.5,8
2003,12084,17/11/2018 18:04,Mint Sauce,1,0.5,6
2004,12077,17/11/2018 14:06,Red Sauce,3,0.5,4
2005,12070,16/11/2018 20:17,Mint Sauce,1,0.5,12
2006,12070,16/11/2018 20:17,Onion Chutney,2,0.5,12
2007,12069,16/11/2018 20:10,Mint Sauce,2,0.5,13
2008,12068,16/11/2018 19:56,Mint Sauce,1,0.5,7
2009,12067,16/11/2018 19:46,Mint Sauce,4,0.5,14
2010,12067,16/11/2018 19:46,Onion Chutney,2,0.5,14
2011,12036,15/11/2018 15:57,Mint Sauce,1,0.5,8
2012,12012,12/11/2018 19:16,Mango Chutney,1,0.5,7
2013,12011,12/11/2018 18:27,Mint Sauce,1,0.5,9
2014,12009,12/11/2018 17:56,Mint Sauce,1,0.5,11
2015,11998,11/11/2018 19:30,Mango Chutney,1,0.5,8
2016,11976,10/11/2018 18:51,Red Sauce,1,0.5,6
2017,11975,10/11/2018 18:50,Mango Chutney,1,0.5,7
2018,11971,10/11/2018 18:37,Mint Sauce,1,0.5,14
2019,11971,10/11/2018 18:37,Red Sauce,1,0.5,14
2020,11970,10/11/2018 18:30,Mint Sauce,1,0.5,10
2021,11967,10/11/2018 18:00,Mint Sauce,2,0.5,8
2022,11963,10/11/2018 17:37,Red Sauce,1,0.5,9
2023,11949,09/11/2018 18:56,Mango Chutney,1,0.5,10
2024,11942,09/11/2018 17:22,Mango Chutney,1,0.5,10
2025,11914,07/11/2018 16:35,Mango Chutney,2,0.5,19
2026,11900,05/11/2018 19:51,Red Sauce,1,0.5,5
2027,11890,04/11/2018 19:25,Mint Sauce,1,0.5,9
2028,11864,03/11/2018 18:09,Mango Chutney,2,0.5,11
2029,11864,03/11/2018 18:09,Mint Sauce,2,0.5,11
2030,11849,02/11/2018 20:34,Mango Chutney,1,0.5,6
2031,11833,02/11/2018 18:16,Mango Chutney,1,0.5,10
2032,11821,01/11/2018 19:21,Mint Sauce,1,0.5,9
2033,12612,22/12/2018 19:57,Onion Chutney,1,0.5,7
2034,12612,22/12/2018 19:57,Mango Chutney,1,0.5,7
2035,12611,22/12/2018 19:34,Onion Chutney,1,0.5,6
2036,12609,22/12/2018 19:22,Mint Sauce,1,0.5,8
2037,12609,22/12/2018 19:22,Mango Chutney,1,0.5,8
2038,12598,22/12/2018 18:20,Mango Chutney,1,0.5,10
2039,12596,22/12/2018 18:02,Mango Chutney,1,0.5,6
2040,12595,22/12/2018 17:36,Onion Chutney,1,0.5,9
2041,12584,21/12/2018 19:38,Red Sauce,1,0.5,5
2042,12571,21/12/2018 16:49,Mango Chutney,1,0.5,12
2043,12571,21/12/2018 16:49,Mint Sauce,1,0.5,12
2044,12534,17/12/2018 20:11,Red Sauce,1,0.5,6
2045,12532,17/12/2018 19:01,Mango Chutney,1,0.5,6
2046,12526,16/12/2018 20:37,Mint Sauce,1,0.5,13
2047,12526,16/12/2018 20:37,Onion Chutney,1,0.5,13
2048,12503,15/12/2018 18:58,Mango Chutney,1,0.5,10
2049,12492,15/12/2018 17:58,Mint Sauce,1,0.5,10
2050,12492,15/12/2018 17:58,Mango Chutney,1,0.5,10
2051,12492,15/12/2018 17:58,Lime Pickle,1,0.5,10
2052,12482,15/12/2018 14:15,Mango Chutney,1,0.5,10
2053,12482,15/12/2018 14:15,Mint Sauce,1,0.5,10
2054,12473,14/12/2018 19:29,Mint Sauce,1,0.5,5
2055,12461,14/12/2018 17:53,Mint Sauce,3,0.5,10
2056,12454,13/12/2018 21:58,Onion Chutney,1,0.5,5
2057,12444,13/12/2018 18:34,Mango Chutney,2,0.5,9
2058,12444,13/12/2018 18:34,Onion Chutney,1,0.5,9
2059,12433,12/12/2018 18:50,Mango Chutney,1,0.5,7
2060,12423,11/12/2018 17:16,Onion Chutney,1,0.5,20
2061,12416,10/12/2018 18:01,Mango Chutney,3,0.5,9
2062,12397,08/12/2018 21:03,Red Sauce,1,0.5,3
2063,12386,08/12/2018 19:11,Mango Chutney,1,0.5,7
2064,12380,08/12/2018 18:43,Red Sauce,1,0.5,9
2065,12365,07/12/2018 19:38,Mint Sauce,1,0.5,18
2066,12365,07/12/2018 19:38,Red Sauce,1,0.5,18
2067,12365,07/12/2018 19:38,Mango Chutney,1,0.5,18
2068,12354,07/12/2018 18:38,Red Sauce,1,0.5,5
2069,12344,06/12/2018 19:09,Onion Chutney,1,0.5,8
2070,12342,06/12/2018 18:37,Mint Sauce,1,0.5,5
2071,12341,06/12/2018 18:16,Mango Chutney,1,0.5,7
2072,12327,04/12/2018 21:00,Onion Chutney,1,0.5,6
2073,12327,04/12/2018 21:00,Red Sauce,1,0.5,6
2074,12326,04/12/2018 20:31,Mint Sauce,1,0.5,9
2075,12326,04/12/2018 20:31,Onion Chutney,1,0.5,9
2076,12319,03/12/2018 18:57,Mint Sauce,2,0.5,6
2077,12317,03/12/2018 18:15,Red Sauce,1,0.5,8
2078,12315,03/12/2018 17:41,Mint Sauce,2,0.5,10
2079,12301,02/12/2018 18:03,Mango Chutney,1,0.5,9
2080,12299,02/12/2018 17:36,Mango Chutney,2,0.5,5
2081,12293,01/12/2018 19:54,Mango Chutney,1,0.5,8
2082,12292,01/12/2018 19:52,Mango Chutney,2,0.5,12
2083,12292,01/12/2018 19:52,Onion Chutney,2,0.5,12
2084,12291,01/12/2018 19:37,Mint Sauce,1,0.5,10
2085,12291,01/12/2018 19:37,Onion Chutney,1,0.5,10
2086,12285,01/12/2018 18:36,Mango Chutney,2,0.5,10
2087,12283,01/12/2018 18:25,Onion Chutney,1,0.5,10
2088,12278,01/12/2018 17:58,Mango Chutney,1,0.5,12
2089,12268,30/11/2018 21:41,Onion Chutney,1,0.5,7
2090,12258,30/11/2018 19:33,Mango Chutney,2,0.5,4
2091,12252,30/11/2018 19:06,Mint Sauce,2,0.5,6
2092,12240,30/11/2018 18:03,Onion Chutney,2,0.5,15
2093,12240,30/11/2018 18:03,Mint Sauce,2,0.5,15
2094,12238,30/11/2018 17:19,Mango Chutney,1,0.5,10
2095,12225,28/11/2018 20:11,Mango Chutney,1,0.5,5
2096,12223,28/11/2018 19:36,Mint Sauce,1,0.5,6
2097,12196,25/11/2018 18:37,Mint Sauce,1,0.5,8
2098,12196,25/11/2018 18:37,Mango Chutney,1,0.5,8
2099,12185,24/11/2018 21:12,Mango Chutney,1,0.5,5
2100,12179,24/11/2018 18:47,Mango Chutney,1,0.5,8
2101,12179,24/11/2018 18:47,Mint Sauce,1,0.5,8
2102,12178,24/11/2018 18:29,Onion Chutney,1,0.5,9
2103,12173,24/11/2018 18:11,Mint Sauce,1,0.5,5
2104,12169,24/11/2018 17:13,Mango Chutney,1,0.5,8
2105,12160,23/11/2018 19:20,Mint Sauce,1,0.5,9
2106,12149,23/11/2018 17:39,Mango Chutney,1,0.5,5
2107,12134,21/11/2018 18:22,Onion Chutney,1,0.5,7
2108,12125,20/11/2018 18:39,Mango Chutney,2,0.5,9
2109,12112,18/11/2018 19:58,Mango Chutney,1,0.5,9
2110,12108,18/11/2018 18:05,Mint Sauce,1,0.5,9
2111,12106,18/11/2018 17:50,Onion Chutney,1,0.5,7
2112,12106,18/11/2018 17:50,Mango Chutney,1,0.5,7
2113,12105,18/11/2018 17:32,Mango Chutney,1,0.5,6
2114,12099,17/11/2018 21:41,Mint Sauce,1,0.5,7
2115,12099,17/11/2018 21:41,Red Sauce,1,0.5,7
2116,12094,17/11/2018 19:32,Mango Chutney,1,0.5,5
2117,12092,17/11/2018 19:28,Mango Chutney,1,0.5,8
2118,12092,17/11/2018 19:28,Mint Sauce,1,0.5,8
2119,12091,17/11/2018 19:07,Mint Sauce,1,0.5,10
2120,12091,17/11/2018 19:07,Mango Chutney,1,0.5,10
2121,12085,17/11/2018 18:27,Onion Chutney,4,0.5,9
2122,12070,16/11/2018 20:17,Mango Chutney,2,0.5,12
2123,12062,16/11/2018 18:52,Red Sauce,1,0.5,5
2124,12050,16/11/2018 17:39,Mint Sauce,1,0.5,6
2125,12050,16/11/2018 17:39,Onion Chutney,1,0.5,6
2126,12038,15/11/2018 18:31,Red Sauce,1,0.5,10
2127,12030,14/11/2018 19:21,Mint Sauce,2,0.5,7
2128,12024,13/11/2018 20:19,Mint Sauce,1,0.5,6
2129,12024,13/11/2018 20:19,Red Sauce,1,0.5,6
2130,12023,13/11/2018 20:08,Red Sauce,2,0.5,4
2131,12011,12/11/2018 18:27,Red Sauce,1,0.5,9
2132,12011,12/11/2018 18:27,Mango Chutney,1,0.5,9
2133,12009,12/11/2018 17:56,Mango Chutney,1,0.5,11
2134,11996,11/11/2018 18:30,Mango Chutney,2,0.5,9
2135,11996,11/11/2018 18:30,Onion Chutney,2,0.5,9
2136,11980,10/11/2018 19:12,Mango Chutney,1,0.5,4
2137,11979,10/11/2018 19:08,Mango Chutney,1,0.5,7
2138,11979,10/11/2018 19:08,Mint Sauce,1,0.5,7
2139,11977,10/11/2018 18:54,Onion Chutney,1,0.5,8
2140,11971,10/11/2018 18:37,Mango Chutney,1,0.5,14
2141,11970,10/11/2018 18:30,Mango Chutney,1,0.5,10
2142,11963,10/11/2018 17:37,Mint Sauce,1,0.5,9
2143,11942,09/11/2018 17:22,Onion Chutney,1,0.5,10
2144,11938,08/11/2018 18:27,Mint Sauce,1,0.5,4
2145,11935,08/11/2018 17:28,Red Sauce,1,0.5,7
2146,11911,07/11/2018 12:11,Mango Chutney,1,0.5,9
2147,11900,05/11/2018 19:51,Onion Chutney,1,0.5,5
2148,11899,05/11/2018 19:27,Mango Chutney,4,0.5,17
2149,11899,05/11/2018 19:27,Lime Pickle,1,0.5,17
2150,11898,05/11/2018 19:17,Mango Chutney,2,0.5,7
2151,11898,05/11/2018 19:17,Onion Chutney,1,0.5,7
2152,11893,05/11/2018 18:09,Mint Sauce,1,0.5,7
2153,11873,03/11/2018 19:51,Mango Chutney,1,0.5,7
2154,11871,03/11/2018 18:59,Mango Chutney,1,0.5,7
2155,11869,03/11/2018 18:44,Mint Sauce,1,0.5,7
2156,11864,03/11/2018 18:09,Onion Chutney,2,0.5,11
2157,11843,02/11/2018 19:22,Mango Chutney,1,0.5,8
2158,11821,01/11/2018 19:21,Mango Chutney,1,0.5,9
2159,11819,01/11/2018 18:56,Onion Chutney,1,0.5,9
2160,11819,01/11/2018 18:56,Red Sauce,1,0.5,9
2161,11819,01/11/2018 18:56,Mango Chutney,1,0.5,9
2162,11811,31/10/2018 19:24,Onion Chutney,2,0.5,16
2163,11811,31/10/2018 19:24,Red Sauce,1,0.5,16
2164,11801,30/10/2018 19:24,Mango Chutney,1,0.5,7
2165,11789,28/10/2018 19:40,Mint Sauce,2,0.5,6
2166,11783,28/10/2018 18:16,Mint Sauce,1,0.5,11
2167,11783,28/10/2018 18:16,Onion Chutney,1,0.5,11
2168,11778,28/10/2018 17:25,Mango Chutney,1,0.5,4
2169,11775,28/10/2018 15:04,Onion Chutney,2,0.5,9
2170,11761,27/10/2018 18:35,Mango Chutney,1,0.5,10
2171,11761,27/10/2018 18:35,Mint Sauce,1,0.5,10
2172,11754,27/10/2018 17:46,Mango Chutney,1,0.5,6
2173,11743,26/10/2018 19:52,Mango Chutney,1,0.5,7
2174,11743,26/10/2018 19:52,Mint Sauce,1,0.5,7
2175,11776,28/10/2018 16:37,Mint Sauce,1,0.5,8
2176,11775,28/10/2018 15:04,Mango Chutney,1,0.5,9
2177,11772,27/10/2018 21:38,Onion Chutney,1,0.5,5
2178,11754,27/10/2018 17:46,Mint Sauce,2,0.5,6
2179,11752,27/10/2018 17:43,Onion Chutney,1,0.5,12
2180,11741,26/10/2018 19:44,Mango Chutney,1,0.5,11
2181,11734,26/10/2018 19:04,Mango Chutney,2,0.5,7
2182,11720,24/10/2018 20:24,Mango Chutney,1,0.5,8
2183,11682,20/10/2018 19:34,Mango Chutney,1,0.5,6
2184,11681,20/10/2018 19:27,Mango Chutney,1,0.5,10
2185,11679,20/10/2018 19:18,Onion Chutney,1,0.5,7
2186,11675,20/10/2018 18:58,Mango Chutney,1,0.5,10
2187,11675,20/10/2018 18:58,Onion Chutney,1,0.5,10
2188,11674,20/10/2018 18:43,Mango Chutney,1,0.5,7
2189,11805,31/10/2018 12:14,Red Sauce,1,0.5,4
2190,11795,29/10/2018 17:53,Mango Chutney,1,0.5,7
2191,11783,28/10/2018 18:16,Red Sauce,1,0.5,11
2192,11776,28/10/2018 16:37,Mango Chutney,1,0.5,8
2193,11751,27/10/2018 17:19,Mint Sauce,1,0.5,7
2194,11748,26/10/2018 22:38,Mango Chutney,1,0.5,5
2195,11744,26/10/2018 20:06,Mango Chutney,1,0.5,9
2196,11744,26/10/2018 20:06,Mint Sauce,1,0.5,9
2197,11743,26/10/2018 19:52,Onion Chutney,1,0.5,7
2198,11741,26/10/2018 19:44,Red Sauce,1,0.5,11
2199,11739,26/10/2018 19:39,Mango Chutney,1,0.5,7
2200,11721,25/10/2018 17:43,Red Sauce,1,0.5,12
2201,11721,25/10/2018 17:43,Onion Chutney,1,0.5,12
2202,11712,24/10/2018 13:00,Mango Chutney,1,0.5,2
2203,11710,23/10/2018 18:56,Mango Chutney,1,0.5,6
2204,11705,22/10/2018 20:03,Lime Pickle,1,0.5,3
2205,11683,20/10/2018 19:53,Onion Chutney,1,0.5,13
2206,11683,20/10/2018 19:53,Lime Pickle,1,0.5,13
2207,11683,20/10/2018 19:53,Mango Chutney,1,0.5,13
2208,11679,20/10/2018 19:18,Mango Chutney,1,0.5,7
2209,11679,20/10/2018 19:18,Red Sauce,1,0.5,7
2210,11678,20/10/2018 19:16,Mango Chutney,1,0.5,10
2211,11675,20/10/2018 18:58,Mint Sauce,1,0.5,10
2212,11673,20/10/2018 18:40,Mint Sauce,2,0.5,5
2213,11672,20/10/2018 18:39,Mango Chutney,1,0.5,6
2214,11672,20/10/2018 18:39,Mint Sauce,1,0.5,6
2215,11670,20/10/2018 17:54,Mint Sauce,1,0.5,13
2216,11741,26/10/2018 19:44,Mint Sauce,1,0.5,11
2217,11733,26/10/2018 19:03,Mango Chutney,1,0.5,6
2218,11721,25/10/2018 17:43,Mint Sauce,1,0.5,12
2219,11721,25/10/2018 17:43,Mango Chutney,1,0.5,12
2220,11720,24/10/2018 20:24,Onion Chutney,1,0.5,8
2221,11718,24/10/2018 19:32,Mango Chutney,1,0.5,4
2222,11710,23/10/2018 18:56,Red Sauce,1,0.5,6
2223,11694,21/10/2018 18:13,Mango Chutney,1,0.5,10
2224,11694,21/10/2018 18:13,Mint Sauce,1,0.5,10
2225,11683,20/10/2018 19:53,Mint Sauce,2,0.5,13
2226,11683,20/10/2018 19:53,Red Sauce,1,0.5,13
2227,11674,20/10/2018 18:43,Red Sauce,1,0.5,7
2228,11670,20/10/2018 17:54,Onion Chutney,1,0.5,13
2229,11669,20/10/2018 17:50,Mango Chutney,1,0.5,9
2230,11669,20/10/2018 17:50,Onion Chutney,2,0.5,9
2231,11655,19/10/2018 19:02,Onion Chutney,1,0.5,5
2232,11650,19/10/2018 18:31,Mango Chutney,1,0.5,13
2233,11670,20/10/2018 17:54,Mango Chutney,1,0.5,13
2234,11670,20/10/2018 17:54,Lime Pickle,1,0.5,13
2235,11663,19/10/2018 20:06,Mint Sauce,1,0.5,14
2236,11655,19/10/2018 19:02,Mint Sauce,1,0.5,5
2237,11653,19/10/2018 18:36,Mint Sauce,2,0.5,7
2238,11653,19/10/2018 18:36,Onion Chutney,1,0.5,7
2239,11645,19/10/2018 18:07,Mango Chutney,1,0.5,8
2240,11643,19/10/2018 17:38,Onion Chutney,1,0.5,11
2241,11640,19/10/2018 17:10,Red Sauce,1,0.5,11
2242,11637,18/10/2018 20:49,Onion Chutney,1,0.5,5
2243,11615,17/10/2018 17:44,Lime Pickle,1,0.5,9
2244,11670,20/10/2018 17:54,Red Sauce,1,0.5,13
2245,11665,19/10/2018 21:02,Mango Chutney,1,0.5,6
2246,11659,19/10/2018 19:21,Mango Chutney,1,0.5,6
2247,11656,19/10/2018 19:03,Mango Chutney,1,0.5,7
2248,11653,19/10/2018 18:36,Red Sauce,2,0.5,7
2249,11650,19/10/2018 18:31,Red Sauce,1,0.5,13
2250,11650,19/10/2018 18:31,Lime Pickle,1,0.5,13
2251,11649,19/10/2018 18:31,Mango Chutney,1,0.5,8
2252,11643,19/10/2018 17:38,Mint Sauce,1,0.5,11
2253,11641,19/10/2018 17:28,Mango Chutney,1,0.5,7
2254,11639,19/10/2018 13:55,Mango Chutney,1,0.5,7
2255,11627,18/10/2018 19:03,Mango Chutney,2,0.5,9
2256,11610,16/10/2018 19:44,Mango Chutney,1,0.5,11
2257,11608,16/10/2018 19:19,Mango Chutney,1,0.5,9
2258,11608,16/10/2018 19:19,Onion Chutney,1,0.5,9
2259,11607,16/10/2018 19:05,Mango Chutney,1,0.5,5
2260,11593,14/10/2018 18:41,Mint Sauce,1,0.5,5
2261,11559,12/10/2018 22:36,Mango Chutney,1,0.5,4
2262,11643,19/10/2018 17:38,Mango Chutney,2,0.5,11
2263,11643,19/10/2018 17:38,Red Sauce,1,0.5,11
2264,11643,19/10/2018 17:38,Lime Pickle,1,0.5,11
2265,11640,19/10/2018 17:10,Mint Sauce,1,0.5,11
2266,11640,19/10/2018 17:10,Onion Chutney,1,0.5,11
2267,11627,18/10/2018 19:03,Onion Chutney,1,0.5,9
2268,11616,17/10/2018 17:48,Mango Chutney,1,0.5,10
2269,11615,17/10/2018 17:44,Mint Sauce,1,0.5,9
2270,11611,16/10/2018 20:38,Mint Sauce,3,0.5,15
